original_title,release_year,popularity,director,keywords,runtime,vote_average,Profit
The Hollow,2015,0.516954,Sheldon Wilson,monster|island|halloween|curse|storm,90,5.1,25197618.699245356
Visions,2015,0.515401,Kevin Greutert,horror|vision|pregnant|sight,80,5.5,25197618.699245356
Beyond the Mask,2015,0.514735,Chad Burns,mercenary,103,6.2,-13389607.09414688
I Am Here,2015,0.513386,Anders Morgenthaler,prostitute|border|black market|business woman|mortal danger,97,4.0,25197618.699245356
Wild Horses,2015,0.50732,Robert Duvall,,100,4.1,25197618.699245356
Pressure,2015,0.5048279999999989,Ron Scalpello,survival,91,5.0,25197618.699245356
Hidden,2015,0.5024890000000001,Ross Duffer|Matt Duffer,helicopter|underground|nightmare|quarantine|outbreak,83,6.5,25197618.699245356
Hell & Back,2015,0.49726499999999996,Tom Gianas|Ross Shuman,orpheus|carnival|hell|stop motion animation|devil,86,4.3,-14467933.09414688
Robot Overlords,2015,0.48635100000000003,Jon Wright,invasion|robot,90,4.9,18823319.793392234
The Man with the Iron Fists 2,2015,0.482422,Roel ReinÃ©,martial arts|sequel|revenge|slave,90,4.7,25197618.699245356
LEGO DC Comics Super Heroes: Justice League: Attack of the Legion of Doom!,2015,0.47784,Rick Morales,,67,6.8,25197618.699245356
Crown for Christmas,2015,0.47634099999999996,Alex Zamm,,84,7.6,25197618.699245356
Spare Parts,2015,0.475473,Sean McNamara,m.i.t.|hispanic|high school student|robotics club|car parts,83,6.6,25197618.699245356
The World Made Straight,2015,0.474788,David Burris,appalachia|appalachian,119,5.8,25197618.699245356
Last Shift,2015,0.47462600000000005,Anthony DiBlasi,mask|telephone|supernatural|hell|cop,88,5.6,25197618.699245356
Frankenstein,2015,0.473344,Bernard Rose,frankenstein,89,4.5,25197618.699245356
Cartel Land,2015,0.471393,Matthew Heineman,mexico|arizona|cocaine|crack|murder,100,7.5,25197618.699245356
Superfast!,2015,0.471091,Jason Friedberg|Aaron Seltzer,spoof|automobile racing,99,4.4,19823319.793392234
Moonwalkers,2015,0.470991,Antoine Bardou-Jacquet,,107,6.0,25197618.699245356
Chi-Raq,2015,0.470124,Spike Lee,chicago,127,5.9,25197618.699245356
Bad Asses on the Bayou,2015,0.467556,Craig Moss,louisiana|kidnapping,85,5.8,34523319.79339223
Strange Magic,2015,0.465707,Gary Rydstrom,elves|musical|aftercreditsstinger|duringcreditsstinger|love potion,99,6.1,-1022248.0941468794
Black or White,2015,0.46208999999999995,Mike Binder,grieving widower|widower,121,6.7,12571189.0
Dead Rising,2015,0.45959700000000003,Zach Lipovsky,chain saw|infection|quarantine|zombies|based on video game,118,4.9,25197618.699245356
Deathgasm,2015,0.454151,Jason Lei Howden,new zealand|college|friendship|teenage boy|metal band,86,6.5,25197618.699245356
Justice League: Gods and Monsters,2015,0.45293900000000004,Sam Liu,dc comics|superhero|super powers,76,6.9,25197618.699245356
I Saw the Light,2015,0.45087200000000005,Marc Abraham,country music|biography|music|country singer,123,5.6,-11353212.0
Good Kill,2015,0.45016000000000006,Andrew Niccol,pilot|suspicion|drone|u.s. military|air force base,104,5.7,-14309229.09414688
Southbound,2015,0.44426499999999997,Roxanne Benjamin|David Bruckner|Patrick Horvath|Chad Villella|Matt Bettinelli-Olpin|Tyler Gillett|Justin Martinez|Radio Silence,anthology|woman director|horror anthology,89,6.0,25197618.699245356
Star Trek: Renegades,2015,0.444193,Tim Russ,,88,4.1,25197618.699245356
The Boy,2015,0.443525,Craig Macneill,,110,6.1,25197618.699245356
Riley's First Date?,2015,0.44283500000000003,Josh Cooley,mother daughter relationship|rock music|girl|father daughter relationship|boyfriend,5,7.3,25197618.699245356
The Program,2015,0.44242700000000007,Stephen Frears,biography|sport|tour de france,103,5.9,-11339253.09414688
Lila & Eve,2015,0.442067,Charles Stone III,,94,5.2,25197618.699245356
The Final Girls,2015,0.441882,Todd Strauss-Schulson,virgin|summer camp|movie in movie|murder|slow motion scene,91,6.6,25197618.699245356
He Never Died,2015,0.441402,Jason Krawczyk,,99,6.3,25197618.699245356
A Very Murray Christmas,2015,0.43959799999999893,Sofia Coppola,woman director|christmas,56,5.4,25197618.699245356
Kill Your Friends,2015,0.438409,Owen Harris,magazine|music,100,5.5,25197618.699245356
Battle For SkyArk,2015,0.43708800000000003,Simon Hung,,88,3.5,25197618.699245356
Jem and the Holograms,2015,0.43558199999999997,Jon M. Chu,secret identity|hologram|based on cartoon|based on tv series|rock band,119,5.7,-2666316.0
The Adderall Diaries,2015,0.43307299999999893,Pamela Romanowsky,based on novel|woman director,105,4.8,25197618.699245356
Grizzly,2015,0.429892,David Hackl,grizzly bear|wilderness|alaska|survival|bear,94,5.0,29823319.793392234
Where to Invade Next,2015,0.427116,Michael Moore,germany|italy|france|usa|portugal,120,7.2,25197618.699245356
Beasts of No Nation,2015,0.424813,Cary Fukunaga,africa|based on novel|child soldier,137,7.5,-5909223.0
A Christmas Horror Story,2015,0.42316099999999995,Grant Harvey|Steven Hoban|Brett Sullivan,santa claus|christmas|krampus,99,5.6,25197618.699245356
Sunset Song,2015,0.42178999999999994,Terence Davies,,135,7.1,25197618.699245356
Synchronicity,2015,0.429756,Jacob Gentry,,101,5.3,-14621196.09414688
12 Gifts of Christmas,2015,0.417191,Peter Sullivan,christmas,84,6.3,25197618.699245356
The Pack,2015,0.415041,Nick Robertson,,90,5.5,25197618.699245356
Demonic,2015,0.41491300000000003,Will Canon,,83,5.0,387000.0
The Girl in the Photographs,2015,0.370258,Nick Simon,serial killer|tied feet|tied up while barefoot,95,4.7,25197618.699245356
The Legend of Barney Thomson,2015,0.41287700000000005,Robert Carlyle,based on novel,96,5.7,25197618.699245356
The Duke of Burgundy,2015,0.41250299999999995,Peter Strickland,sadomasochism|lesbian|butterfly|lesbian love|autumn,101,5.8,38823319.79339223
88,2015,0.40969799999999995,April Mullen,diner|woman director,88,4.4,25197618.699245356
The Girl in the Book,2015,0.405095,Marya Cohn,woman director,86,6.2,25197618.699245356
Avengers Grimm,2015,0.404511,Jeremy M. Inman,,90,3.8,25197618.699245356
The D Train,2015,0.40223600000000004,Andrew Mogel|Jarrad Paul,high school reunion,101,4.2,323793.0
The Lion Guard: Return of the Roar,2015,0.250209,Howy Parkins,,44,5.9,25197618.699245356
A Royal Night Out,2015,0.399947,Julian Jarrold,,97,6.2,-14397565.09414688
Parallels,2015,0.398982,Christopher Leone,,83,6.1,25197618.699245356
Born to Be Blue,2015,0.396791,Robert Budreau,jazz|biography|historical figure,97,6.8,-13795572.09414688
The Marine 4: Moving Target,2015,0.394466,William Kaufman,,90,5.7,37873319.79339223
Tales of Halloween,2015,0.393642,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,witch|based on novel|halloween|death|evil,90,5.3,25197618.699245356
Blunt Force Trauma,2015,0.39356599999999997,Ken Sanzel,,92,4.4,38823319.79339223
Operator,2015,0.391326,Obin Olson|Amariah Olson,hostage|officer|chaos|daughter|police,88,5.4,25197618.699245356
The Human Centipede 3 (Final Sequence),2015,0.386529,Tom Six,exploitation|sequel|gore|b movie|graphic violence,103,3.5,25197618.699245356
Spring,2015,0.38340599999999997,Aaron Moorhead|Justin Benson,,109,6.5,-14575731.09414688
The Intruders,2015,0.383183,Adam Massey,,92,4.9,25197618.699245356
We Are Still Here,2015,0.382997,Ted Geoghegan,terror|countryside|secret|supernatural|spirit,84,5.5,25197618.699245356
Monster High: Haunted,2015,0.7128899999999989,Dan Fraga|William Lau,school|ghost,75,7.0,25197618.699245356
3-Headed Shark Attack,2015,0.378836,Christopher Ray,monster|mutation|machete|shark|pacific garbage patch,90,3.8,25197618.699245356
Navy Seals vs. Zombies,2015,0.37668,Stanton Barrett,louisiana|navy seal|zombies|zombie violence|infected,97,3.3,25197618.699245356
Wrecker,2015,0.411416,Michael Bafaro,,83,3.6,25197618.699245356
The Escort,2015,0.37485300000000005,Will Slocombe,father-son relationship|prostitute|magazine|escort service|writer,88,5.9,25197618.699245356
Martyrs,2015,0.37288899999999997,Kevin Goetz|Michael Goetz,child abuse|sadism|female friendship|afterlife|buried alive,86,5.0,25197618.699245356
Uncanny,2015,0.371145,Matthew Leutwyler,dark,91,6.1,25197618.699245356
Bad Hair Day,2015,0.370148,Erik Canuel,,90,6.5,25197618.699245356
Area 51,2015,0.369529,Oren Peli,found footage|area 51,91,4.4,34823319.79339223
San Andreas Quake,2015,0.369108,John Baumgartner,earthquake|los angeles|family|tv|seismologist,90,3.7,25197618.699245356
The Runner,2015,0.36817,Austin Stark,,90,4.8,33823319.79339223
Advantageous,2015,0.367617,Jennifer Phang,identity|unemployment|dystopic future|woman director|corporation,92,6.4,25197618.699245356
Partisan,2015,0.36743400000000004,Ariel Kleiman,birthday|chicken|food,98,5.8,25197618.699245356
R.L. Stine's Monsterville: The Cabinet of Souls,2015,0.36603,Peter DeLuise,,85,7.2,35423319.79339223
Strangerland,2015,0.36590100000000003,Kim Farrant,australia|missing child|outback|alcoholic drink|troubled marriage,111,5.0,-9982528.0
Ashby,2015,0.329164,Tony McNamara,cia|assassin|romance|neighbor|teenager,102,5.9,25197618.699245356
Beautiful & Twisted,2015,0.35982600000000003,Christopher Zalla,murder|true crime|tv movie,90,5.4,25197618.699245356
Ronaldo,2015,0.35765399999999997,Anthony Wonke,biography|soccer player,0,6.5,25197618.699245356
Going Clear: Scientology and the Prison of Belief,2015,0.357614,Alex Gibney,cult|scientology,119,7.8,25197618.699245356
Zipper,2015,0.357567,Mora Stephens,woman director,103,5.5,25197618.699245356
War Pigs,2015,0.35651900000000003,Ryan Little,world war ii|nazis,92,4.9,25197618.699245356
Turbo Kid,2015,0.354624,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,post-apocalyptic|dystopia|gore|bmx|violence,95,6.6,25197618.699245356
Barbie in Rock 'N Royals,2015,0.350858,Karen J. Lloyd,princess|barbie doll,84,6.3,25197618.699245356
Circle,2015,0.350599,Aaron Hann|Mario Miscione,survival|execution|stranger|no memory,87,6.1,25197618.699245356
Monkey Kingdom,2015,0.348306,Mark Linfield|Alastair Fothergill,,81,6.3,2035375.9058531206
Joe Dirt 2: Beautiful Loser,2015,0.34779699999999997,Fred Wolf,white trash,107,4.2,25197618.699245356
Minions: The Competition,2015,0.344994,Kyle Balda|Julien Soret,minions,4,5.9,25197618.699245356
I'll See You in My Dreams,2015,0.344549,Brett Haley,widow|friendship,92,6.2,-7176020.094146879
Jesse Stone: Lost in Paradise,2015,0.34253,Robert Harmon,,87,5.6,25197618.699245356
Steve Jobs: The Man in the Machine,2015,0.5740310000000001,Alex Gibney,technology|computer|history|apple,129,6.2,-14131195.09414688
Babysitter's Black Book,2015,0.33929699999999996,Lee Friedlander,babysitter|escort service|high school|hooker|babysitting,88,5.9,25197618.699245356
The Ones Below,2015,0.5114310000000001,David Farr,baby|expecting|neighbors,87,5.9,25197618.699245356
Tremors 5: Bloodlines,2015,0.336453,Don Michael Paul,africa|monster|sequel|creature|graboids,99,5.1,25197618.699245356
Captive,2015,0.336107,Jerry Jameson,hostage|based on true story|murder|independent film|single mother,97,5.7,801508.0
Terminus,2015,0.335941,Marc Furmie,,94,4.6,25197618.699245356
Andron,2015,0.333656,Francesco Cinquemani,maze|labyrinth|claustrophobic,100,4.7,25197618.699245356
How to Plan an Orgy in a Small Town,2015,0.332921,Jeremy Lalonde,small town|sex scene|woman in lingerie,101,4.7,25197618.699245356
Freaks of Nature,2015,0.330968,Robbie Pickering,small town|vampire|alien|zombies|teenager,92,5.6,-14554743.09414688
Reversal,2015,0.330484,JosÃ© Manuel Cravioto,van|revenge|murder|kidnapping|gore,80,5.4,25197618.699245356
Batman Unlimited: Monster Mayhem,2015,0.329776,Butch Lukic,dc comics|joker|superhero|super powers,81,6.1,25197618.699245356
The Lovers,2015,0.32910900000000004,Roland JoffÃ©,,109,4.6,12823319.793392234
Holding the Man,2015,0.327373,Neil Armfield,,128,7.9,25197618.699245356
Harbinger Down,2015,0.32706599999999997,Alec Gillis,cosmonaut|marine researchers|crab boat|bering sea|beluga whale,82,4.2,25197618.699245356
Batman Unlimited: Animal Instincts,2015,0.32705,Butch Lukic,super powers,78,5.8,25197618.699245356
Entertainment,2015,0.324666,Rick Alverson,,113,4.0,25197618.699245356
Meadowland,2015,0.324515,Reed Morano,disappearance|woman director,105,6.4,25197618.699245356
The Stanford Prison Experiment,2015,0.324,Kyle Patrick Alvarez,,122,6.8,-13982144.09414688
The Girl King,2015,0.39018800000000003,Mika KaurismÃ¤ki,gay|sweden|queen|banquet|based on true story,106,6.1,25197618.699245356
Bessie,2015,0.322653,Dee Rees,blues music|woman director,107,5.9,25197618.699245356
The Atticus Institute,2015,0.32264,Chris Sparling,experiment|psychology|government|weapon|supernatural,92,5.3,25197618.699245356
The Hoarder,2015,0.30035,Matt Winn,new york|detective|smoking|underground|hamster,86,4.2,25197618.699245356
I Smile Back,2015,0.318459,Adam Salky,,85,5.7,25197618.699245356
Oddball,2015,0.315196,Stuart McDonald,,95,6.1,25197618.699245356
Meru,2015,0.31419899999999895,Jimmy Chin|Elizabeth Chai Vasarhelyi,himalaya|climbing|india|mountaineering|woman director,89,6.9,-12291473.09414688
Sanjay's Super Team,2015,0.422901,Sanjay Patel,,7,6.9,25197618.699245356
Learning to Drive,2015,0.307395,Isabel Coixet,woman director,105,5.9,-11178068.09414688
Christmas Eve,2015,0.30591599999999997,Mitch Davis,photographer|surgeon|orchestra|doctor|car accident,95,5.8,25197618.699245356
The Sisterhood of Night,2015,0.30247399999999997,Caryn Waechter,witch|woman director,104,6.6,25197618.699245356
Sharknado 3: Oh Hell No!,2015,0.30134299999999997,Anthony C. Ferrante,florida|nasa|tornado|sequel|space,88,4.5,25197618.699245356
12 Rounds 3: Lockdown,2015,0.300128,Stephen Reynolds,cat and mouse|family|revenge drama,90,4.5,25197618.699245356
Hitting the Apex,2015,0.198522,Mark Neale,fighter|motos,138,8.0,25197618.699245356
Club Life,2015,0.299427,Fabrizio Conte,new york|nightclub|party|manhattan new york city|promoter,90,6.3,-14621257.09414688
Cleveland Abduction,2015,0.298861,Alex Kalymnios,based on true story|kidnapping|true crime|woman director|abduction,88,6.3,25197618.699245356
90 Minutes in Heaven,2015,0.29875100000000004,Michael Polish,hospital|church,121,5.7,-157301.0
Lavalantula,2015,0.298628,Mike Mendez,monster|mutant|lava|volcano|los angeles,83,5.6,25197618.699245356
Unexpected,2015,0.295946,Kris Swanberg,woman director,90,5.7,25197618.699245356
Justice League: Throne of Atlantis,2015,0.40436300000000003,Ethan Spaulding,superhero team|super powers,72,6.5,36323319.79339223
Lady Chatterley's Lover,2015,0.26500999999999997,Jed Mercurio,,89,6.3,25197618.699245356
The Wicked Within,2015,0.292437,Jay Alaimo,,91,4.1,25197618.699245356
Bridgend,2015,0.291244,Jeppe RÃ¸nde,suicide|adolescence|based on true story|magic realism,95,5.7,25197618.699245356
Backcountry,2015,0.29042399999999996,Adam MacDonald,camping|based on true story|woods|gore|survival,92,5.8,25197618.699245356
Walter,2015,0.289526,Anna Mastro,god|woman director,87,5.2,39123319.79339223
Ratter,2015,0.288598,Branden Kramer,,80,5.2,39323319.79339223
An Inspector Calls,2015,0.309811,Aisling Walsh,woman director,86,7.8,25197618.699245356
The Survivalist,2015,0.28626599999999996,Stephen Fingleton,male nudity|female nudity|sex|nudity|post-apocalyptic,104,6.4,25197618.699245356
Don't Grow Up,2015,0.28336999999999996,Thierry Poiraud,,81,3.9,25197618.699245356
Night Of The Living Deb,2015,0.283194,Kyle Rankin,,85,5.7,37823319.79339223
No Stranger Than Love,2015,0.282237,Nick Wernham,,89,4.1,25197618.699245356
The Hive,2015,0.280878,David Yarovesky,,89,5.5,25197618.699245356
Back in Time,2015,0.27858299999999997,Jason Aron,interview|filmmaking|retrospective|moviemaking,95,5.8,25197618.699245356
Nina Forever,2015,0.277844,Ben Blaine|Chris Blaine,sex|suicide attempt|nudity|love|car accident,98,4.8,25197618.699245356
Some Kind Of Hate,2015,0.277613,Adam Egypt Mortimer,suicide|bullying|revenge,82,3.9,25197618.699245356
The Dead Room,2015,0.277035,Jason Stutter,new zealand|haunting|farmhouse|spirit|psychic,80,4.6,38823319.79339223
Condemned,2015,0.272995,Eli Morgan Gesner,,83,3.7,25197618.699245356
Night Owls,2015,0.270842,Charles Hood,,91,7.1,25197618.699245356
The Sand,2015,0.270786,Isaac Gabaeff,,84,3.9,25197618.699245356
Digging for Fire,2015,0.171829,Joe Swanberg,,83,4.9,25197618.699245356
Ten Thousand Saints,2015,0.264997,Robert Pulcini|Shari Springer Berman,woman director,113,6.0,25197618.699245356
From the Dark,2015,0.261932,Conor McMahon,terror|monster|car breakdown|tractor|vampire,90,6.1,25197618.699245356
My All American,2015,0.26171700000000003,Angelo Pizzo,american football|biography|sport|championship,118,6.9,19823319.793392234
Hangman,2015,0.26004499999999997,Adam Mason,found footage,85,3.9,25197618.699245356
Larry Gaye: Renegade Male Flight Attendant,2015,0.202673,Sam Friedlander,,99,5.3,25197618.699245356
Grandma,2015,0.259794,Paul Weitz,road trip|granddaughter,78,5.6,6487452.0
Anarchy Parlor,2015,0.097514,Kenny Gage|Devon Downs,tattoo|tattooing,0,5.6,25197618.699245356
Summer Camp,2015,0.256542,Alberto Marini,europe|camp|slasher|disease,81,5.3,25197618.699245356
Backmask,2015,0.256286,Marcus Nispel,possession,91,4.6,25197618.699245356
Already Tomorrow in Hong Kong,2015,0.255458,Emily Ting,hong kong|expatriate|woman director,78,5.4,25197618.699245356
Those People,2015,0.250866,Joey Kuhn,,89,7.2,25197618.699245356
Show Me a Hero,2015,0.24959499999999998,Paul Haggis,mayor|politics|murder|tv mini-series|racism,300,7.7,25197618.699245356
Curve,2015,0.248964,Iain Softley,hitchhiker|injured leg|car accident|trapped|car,86,4.4,25197618.699245356
Pound of Flesh,2015,0.24828000000000003,Ernie Barbarash,,104,5.4,32323319.793392234
Cyberbully,2015,0.24759499999999998,Ben Chanan,stalking|bully|hacking|teenager|computer hacker,62,6.4,25197618.699245356
Final Girl,2015,0.24758899999999998,Tyler Shields,,90,4.8,25197618.699245356
He Named Me Malala,2015,0.24742600000000003,Davis Guggenheim,education|terrorism|activist|nobel peace prize winner,87,5.3,-11982802.09414688
The Driftless Area,2015,0.24660900000000002,Zachary Sluser,criminal|hometown,95,5.0,25197618.699245356
